bad_verdicts_list,dt,publication_title_name,topics_verdicts_list,shows,ent,persons,organizations,locations,country
[],2025-10-29T04:34:58Z,Хабаровчанин украл картину у художника ради подарка другу на свадьбу,[],44269,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Желтуха', 'Конфликт']",2025-10-29T04:27:46Z,Блогера Позднякова застрелили: в интернете обсуждают кровавые кадры,[],22128,"{'persons': ['Блогер Поздняков'], 'organizations': [], 'locations': []}",['Блогер Поздняков'],[],[],[]
"['Трагическое', 'Желтуха', 'Конфликт']",2025-10-08T10:22:11Z,Карта спецоперации на Украине 8 октября,['Политический конфликт'],12217,"{'persons': [], 'organizations': [], 'locations': ['украина']}",[],[],['украина'],['UKR']
"['Трагическое', 'Желтуха']",2025-09-23T06:15:03Z,Женщина и ребенок погибли в пожаре на улице Менделеева в Кинешме,[],52939,"{'persons': [], 'organizations': [], 'locations': ['кинешме', 'менделеев']}",[],[],"['кинешме', 'менделеев']",[]
[],2025-09-24T00:15:00Z,Онищенко призвал Минздрав изучить информацию о вреде парацетамола,[],80320,"{'persons': ['Онищенко'], 'organizations': ['Минздрав'], 'locations': []}",['Онищенко'],['Минздрав'],[],[]
[],2025-11-01T08:12:59Z,Главе курской стройфирмы запросили четыре года по делу о фортификациях,[],19846,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
['Трагическое'],2025-10-16T14:31:28Z,"Спасатель рассказал, могут ли Усольцевых найти живыми",[],98416,"{'persons': ['Усольцевых'], 'organizations': [], 'locations': []}",['Усольцевых'],[],[],[]
['Трагическое'],2025-10-28T06:33:52Z,Девочка-подросток выпала из окна здания больницы на севере Москвы,[],19630,"{'persons': [], 'organizations': [], 'locations': ['москва']}",[],[],['москва'],[]
['Желтуха'],2025-09-02T15:08:21Z,"«Валиева сказала мне, что всех победит». Губерниев раскрыл, когда Камила вернется к тренировкам",['Спорт'],9032,"{'persons': ['Губерниев', 'Камила', 'Валиева'], 'organizations': [], 'locations': []}","['Губерниев', 'Камила', 'Валиева']",[],[],[]
[],2025-09-06T04:00:00Z,Диетолог указала на основную ошибку родителей при сборе перекуса для школьника,[],94556,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Желтуха', 'Политика', 'Конфликт']",2025-10-05T03:38:10Z,The Guardian: победа Бабиша означает отказ Чехии от поддержки Украины,['Политика'],94802,"{'persons': ['Бабиш'], 'organizations': ['The Guardian'], 'locations': ['украина', 'чехия']}",['Бабиш'],['The Guardian'],"['украина', 'чехия']","['UKR', 'CZE']"
[],2025-09-23T19:47:12Z,Индекс Мосбиржи опустился ниже 2 700 пунктов впервые с 14 июля,[],45464,"{'persons': [], 'organizations': ['Мосбиржи'], 'locations': []}",[],['Мосбиржи'],[],[]
[],2025-09-23T19:42:06Z,"Более 70% опрошенных россиян считают, что реклама должна быть короче 20 секунд",[],53077,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Желтуха', 'Мигранты']",2025-09-15T05:03:03Z,"«Он меня снимал, он мне угрожал!»: таджик-мигрант без прав нагло отказался пропускать скорую помощь в России",[],14215,"{'persons': [], 'organizations': [], 'locations': ['россия']}",[],[],['россия'],['RUS']
[],2025-10-23T15:39:03Z,Обратная сторона онлайн-проповедей: названа главная опасность священников-блогеров,[],24351,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Трагическое', 'Желтуха', 'Конфликт']",2025-10-23T15:34:44Z,От российской артиллерии не скрыться: назван главный минус редкой буксируемой гаубицы ВСУ,['Политический конфликт'],80683,"{'persons': [], 'organizations': ['ВСУ'], 'locations': []}",[],['ВСУ'],[],[]
[],2025-09-11T08:01:00Z,В Брянске досрочно завершили ремонт мемориала в урочище «Лесные сараи»,[],74522,"{'persons': [], 'organizations': [], 'locations': ['брянск']}",[],[],['брянск'],[]
[],2025-10-26T21:41:45Z,Тульская область выплатит беременным студенткам по 150 тысяч рублей,[],22519,"{'persons': [], 'organizations': [], 'locations': ['тульская область']}",[],[],['тульская область'],[]
"['Желтуха', 'Политика', 'Мигранты']",2025-09-02T11:08:10Z,"Депутат Милонов призвал отправлять в психлечебницы зумеров, режущих себе рты",[],41770,"{'persons': ['Милонов'], 'organizations': [], 'locations': []}",['Милонов'],[],[],[]
[],2025-09-30T17:51:23Z,Католический храм разрушился после землетрясения на Филиппинах,[],19119,"{'persons': [], 'organizations': [], 'locations': ['филиппины']}",[],[],['филиппины'],['PHL']
"['Трагическое', 'Конфликт']",2025-09-14T10:39:00Z,Российские войска улучшили положение в Днепропетровской области,['Политический конфликт'],26683,"{'persons': [], 'organizations': [], 'locations': ['днепропетровская область']}",[],[],['днепропетровская область'],[]
[],2025-10-08T16:05:21Z,NewsТracker: суд рассмотрит иск о взыскании задолженности с аэропорта Ставрополя,[],84163,"{'persons': [], 'organizations': [], 'locations': ['ставрополь']}",[],[],['ставрополь'],[]
[],2025-10-06T19:58:00Z,"Copilot тормозит при запуске нескольких приложений Microsoft Office — и Microsoft не знает, почему",['Гаджеты и IT'],32156,"{'persons': [], 'organizations': ['Microsoft'], 'locations': []}",[],['Microsoft'],[],[]
[],2025-09-02T12:30:00Z,В Тюмени со скидками до 50% распродают школьные товары,[],56751,"{'persons': [], 'organizations': [], 'locations': ['тюмень']}",[],[],['тюмень'],[]
